# Cities: name, latitude, longitude
Fuzhou, Raipur, 3048.3
Fuzhou, Pekan Baru, 2902.9
Fuzhou, Foshan, 495.5
Fuzhou, Ningbo, 305.9
Fuzhou, Langfang, 1122.7
Fuzhou, Ampang Jaya, 2624.1
Fuzhou, Liaoyang, 1261.8
Fuzhou, Changzhi, 970.5
Fuzhou, Chonju, 893.9
Fuzhou, Zamboanga, 1577.1
Fuzhou, Gorakhpur, 2815.0
Fuzhou, Zhuzhou, 459.0
Fuzhou, Huangshi, 430.2
Fuzhou, Shaoguan, 465.7
Fuzhou, Guilin, 723.3
Fuzhou, Shizuoka, 1723.0
Fuzhou, Fuxin, 1359.0
Fuzhou, Ipoh, 2305.2
Fuzhou, Dushanbe, 4670.9
Fuzhou, Zhanjiang, 863.4
Fuzhou, Xingtai, 935.3
Fuzhou, Okayama, 1268.2
Fuzhou, Yogyakarta, 3003.4
Fuzhou, Bhilai, 3264.7
Fuzhou, Zigong, 1041.5
Fuzhou, Mudanjiang, 1609.8
Fuzhou, Colombo, 3857.3
Fuzhou, Shatian, 431.5
Fuzhou, Kumamoto, 1071.9
Fuzhou, Zhangdian, 911.9
Fuzhou, Xiangtan, 467.9
Fuzhou, Dasmarinas, 1046.9
Fuzhou, Nantong, 446.8
Fuzhou, Shaoyang, 647.5
Fuzhou, Islamabad, 3604.2
Fuzhou, Panjin, 1194.1
Fuzhou, Ansan, 1095.0
Fuzhou, Jamshedpur, 2981.6
Fuzhou, Dandong, 1360.0
Fuzhou, Haikou, 758.9
Fuzhou, Amravati, 3891.6
Fuzhou, Sagamihara, 1650.9
Fuzhou, Zhangzhou, 174.6
Fuzhou, Kataka, 2939.9
Fuzhou, Kuching, 2542.0
Fuzhou, Zhenjiang, 533.1
Fuzhou, Yancheng, 612.3
Fuzhou, Yuanlong, 475.5
Fuzhou, Hai Phong, 1076.8
Fuzhou, Anyang (South Korea), 1003.4
Fuzhou, Dadiangas, 1870.9
Fuzhou, Chongju, 1073.4
Fuzhou, Bikaner, 3680.0
Fuzhou, Taizhou, 481.0
Fuzhou, Antipolo, 891.8
Fuzhou, Xiamen, 139.8
Fuzhou, Yingkou, 1337.5
Fuzhou, Kagoshima, 915.8
Fuzhou, Siping, 1517.8
Fuzhou, Luancheng, 1022.4
Fuzhou, Banjarmasin, 2753.9
Fuzhou, Khabarovsk, 2428.7
Fuzhou, Jinzhou, 1381.1
Fuzhou, Bengbu, 581.2
Fuzhou, Irkutsk, 2449.3
Fuzhou, Shihezi, 3205.1
Fuzhou, Bhavnagar, 4356.7
Fuzhou, Jiangmen, 539.7
Fuzhou, Barnaul, 3724.2
Fuzhou, Vladivostok, 1785.0
Fuzhou, Warangal, 3388.5
Fuzhou, Kaifeng, 861.2
Fuzhou, Funabashi, 1678.7
Fuzhou, Shah Alam, 2570.9
Fuzhou, Maoming, 790.7
Fuzhou, Hachioji, 1808.8
Fuzhou, Hamhung, 1248.1
Fuzhou, Sargodha, 4217.5
Fuzhou, Cangzhou, 1117.2
Fuzhou, Tanggu, 1100.8
Fuzhou, Changde, 598.7
Fuzhou, Surakarta, 2986.3
Fuzhou, Xigong, 457.8
Fuzhou, Shiliguri, 2700.1
Fuzhou, Jiamusi, 2016.8
Fuzhou, Huaiyin, 562.2
Fuzhou, Kolhapur, 4124.5
Fuzhou, Ulhasnagar, 4277.0
Fuzhou, Rajpur, 2447.3
Fuzhou, Maanshan, 491.1
Fuzhou, Banqiao, 178.9
Fuzhou, Kota Kinabalu, 1844.6
Fuzhou, Ajmer, 3979.8
Fuzhou, Neijiang, 1098.6
Fuzhou, Guntur, 3340.9
Fuzhou, Novokuznetsk, 3489.1
Fuzhou, Yangzhou, 493.8
Fuzhou, Durgapur, 2838.6
Fuzhou, Shashi, 585.7
Fuzhou, Petaling Jaya, 2749.3
Fuzhou, Sangli-Miraj, 4216.1
Fuzhou, Dehra Dun, 3441.2
Fuzhou, Jiaozuo, 834.6
Fuzhou, Zhuhai, 496.8
Fuzhou, Nanded, 4019.4
Fuzhou, Tyumen, 4802.7
Fuzhou, Cagayan, 1468.7
Fuzhou, Uijongbu, 1205.5
Fuzhou, Yueyang, 486.2
Fuzhou, Matsuyama, 1072.7
Fuzhou, Jamnagar, 4364.2
Fuzhou, Jammu, 4011.8
Fuzhou, Gulbarga, 3749.0
Fuzhou, Bahawalpur, 3869.0
Fuzhou, Zhunmen, 483.3
Fuzhou, Bhatpara, 2584.4
Fuzhou, Calamba, 901.2
Fuzhou, Changwon, 957.7
Fuzhou, Zunyi, 999.8
Fuzhou, Saharanpur, 3602.7
Fuzhou, Higashiosaka, 1422.3
Fuzhou, Xuchang, 827.3
Fuzhou, Wuhu, 433.5
Nezahualcoyotl, Leon, 226.0
Nezahualcoyotl, Barranquilla, 2026.0
Nezahualcoyotl, Monterrey, 495.7
Nezahualcoyotl, Barquisimeto, 2843.1
Nezahualcoyotl, Guatemala, 827.1
Nezahualcoyotl, Zapopan, 339.5
Nezahualcoyotl, Calgary, 3188.3
Nezahualcoyotl, Tegucigalpa, 1124.9
Nezahualcoyotl, San Jose, 2418.3
Nezahualcoyotl, Ciudad Guayana, 3532.5
Nezahualcoyotl, Managua, 1288.7
Nezahualcoyotl, El Alto, 4908.1
Nezahualcoyotl, Edmonton, 3471.7
Nezahualcoyotl, Arequipa, 4525.8
Nezahualcoyotl, Cartagena, 2286.1
Nezahualcoyotl, La Paz, 5028.8
Nezahualcoyotl, Ottawa, 2798.0
Nezahualcoyotl, Naucalpan, 16.1
Nezahualcoyotl, Detroit, 2355.7
Nezahualcoyotl, Jacksonville, 1564.4
Nezahualcoyotl, Trujillo, 3437.1
Nezahualcoyotl, Indianapolis, 1894.0
Nezahualcoyotl, Port-au-Prince, 2399.4
Nezahualcoyotl, Guadalupe, 536.5
Nezahualcoyotl, San Francisco, 2578.5
Nezahualcoyotl, Merida, 744.7
Nezahualcoyotl, Austin, 980.4
Nezahualcoyotl, Columbus, 2216.3
Nezahualcoyotl, Chihuahua, 999.9
Nezahualcoyotl, Fort Worth, 1167.6
Nezahualcoyotl, Tlalnepantla, 16.9
Nezahualcoyotl, San Luis Potosi, 280.6
Nezahualcoyotl, Aguascalientes, 296.7
Nezahualcoyotl, Chimalhuacan, 5.5
Nezahualcoyotl, Memphis, 1468.9
Nezahualcoyotl, Acapulco, 233.5
Nezahualcoyotl, Quebec, 3596.8
Nezahualcoyotl, Charlotte, 1926.5
Nezahualcoyotl, Queretaro, 134.5
Nezahualcoyotl, Hamilton, 2558.6
Nezahualcoyotl, Saltillo, 536.7
Nezahualcoyotl, Cancun, 937.9
Nezahualcoyotl, Winnipeg, 2872.1
Nezahualcoyotl, El Paso, 1118.6
Nezahualcoyotl, Baltimore, 2729.3
Nezahualcoyotl, Hermosillo, 1331.5
Nezahualcoyotl, Santiago (Dominican Republic), 2196.8
Nezahualcoyotl, Mexicali, 1830.9
Nezahualcoyotl, Morelia, 144.7
Nezahualcoyotl, Cochabamba, 4612.4
Nezahualcoyotl, Culiacan, 694.8
Nezahualcoyotl, Mixco, 849.4
Nezahualcoyotl, Seattle, 3451.0
Nezahualcoyotl, San Pedro Sula, 951.8
Nezahualcoyotl, Maracay, 2817.3
Nezahualcoyotl, Cucuta, 2442.7
Nezahualcoyotl, Denver, 1698.2
Nezahualcoyotl, Washington, 2535.0
Nezahualcoyotl, Veracruz, 228.4
Nezahualcoyotl, Boston, 2891.3
Nezahualcoyotl, Kingston, 1857.4
Nezahualcoyotl, Villa Nueva, 850.2
Nezahualcoyotl, Las Vegas, 2077.1
Nezahualcoyotl, Milwaukee, 2263.6
Nezahualcoyotl, Nashville, 1721.9
Nezahualcoyotl, Barcelona (Venezuela), 3464.7
Nezahualcoyotl, Lopez Mateos, 22.1
Nezahualcoyotl, Reynosa, 557.7
Nezahualcoyotl, Oklahoma City, 1265.4
Nezahualcoyotl, Louisville, 1908.1
Nezahualcoyotl, San Salvador, 852.6
Nezahualcoyotl, Toluca, 45.0
Nezahualcoyotl, Portland, 2850.0
Nezahualcoyotl, Maturin, 3462.3
Nezahualcoyotl, Torreon, 620.1
Nezahualcoyotl, Albuquerque, 1528.8
Nezahualcoyotl, Petare, 2761.9
Nezahualcoyotl, Soledad, 2219.2
Nezahualcoyotl, Tucson, 1438.2
Nezahualcoyotl, Tlaquepaque, 309.0
Nezahualcoyotl, Tuxtla Gutierrez, 457.7
Nezahualcoyotl, Chiclayo, 2996.4
Nezahualcoyotl, Bucaramanga, 2352.3
Nezahualcoyotl, San Nicolas de los Garza, 473.5
Nezahualcoyotl, Atlanta, 1719.9
Nezahualcoyotl, Cuautitlan Izcalli, 25.3
Saitama, Shenzhen, 2177.2
Saitama, Anshan, 1134.8
Saitama, Varanasi, 5321.0
Saitama, Guiyang, 2918.0
Saitama, Wuxi, 1428.6
Saitama, Subang Jaya, 4596.3
Saitama, Hiroshima, 508.4
Saitama, Huainan, 1663.4
Saitama, Omsk, 4474.3
Saitama, Allahabad, 5521.3
Saitama, Xianyang, 2087.7
Saitama, Baoding, 1565.8
Saitama, Kunming, 3246.2
Saitama, Taizhong, 1594.5
Saitama, Datong, 1702.7
Saitama, Benxi, 1081.5
Saitama, Haora, 4259.5
Saitama, Sendai, 189.1
Saitama, Ranchi, 4973.9
Saitama, Songnam, 763.1
Saitama, Klang, 5241.9
Saitama, Kitakyushu, 573.1
Saitama, Huaibei, 1644.2
Saitama, Changzhou, 1493.6
Saitama, Guwahati, 3817.5
Saitama, Ulsan, 628.7
Saitama, Chiba, 39.2
Saitama, Biskek, 4842.6
Saitama, Kathmandu, 4940.6
Saitama, Qiqihar, 1364.7
Saitama, Ulaanbaatar, 2387.9
Saitama, Krasnoyarsk, 3720.8
Saitama, Pingdingshan, 1745.7
Saitama, Wenzhou, 1697.2
Saitama, Johor Bahru, 5033.1
Saitama, Taian, 1537.1
Saitama, Bhubaneswar, 5348.6
Saitama, Hamamatsu, 166.7
Saitama, Sakai, 274.6
Saitama, Niigata, 171.4
Saitama, Cebu, 2723.2
Saitama, Shihung, 771.1
Saitama, Puchon, 815.8
Saitama, Qinhuangdao, 1319.9
Saitama, Anyang (China), 1820.3
Saitama, Nanning, 2779.3
Saitama, Hohhot, 2088.3
Saitama, Zhangjiakou, 1796.6
Saitama, Liuzhou, 2665.2
Saitama, Rajshahi, 4142.6
Saitama, Yantai, 1370.9
Saitama, Tainan, 1869.3
Saitama, Xining, 2884.4
Saitama, Hegang, 1108.4
Saitama, Hengyang, 2011.7
Saitama, Puyang, 1907.1
Saitama, Xinxiang, 1967.1
Saitama, Pekan Baru, 5114.1
Saitama, Foshan, 2431.7
Saitama, Ningbo, 1414.7
Saitama, Langfang, 1752.4
Saitama, Ampang Jaya, 5084.0
Saitama, Liaoyang, 1266.2
Saitama, Changzhi, 2109.1
Saitama, Chonju, 780.8
Saitama, Zamboanga, 3131.7
Saitama, Gorakhpur, 4834.7
Saitama, Zhuzhou, 2229.5
Saitama, Huangshi, 1737.2
Saitama, Shaoguan, 2244.0
Saitama, Guilin, 2527.8
Saitama, Shizuoka, 99.2
Saitama, Fuxin, 1219.7
Saitama, Ipoh, 4964.3
Saitama, Zhanjiang, 2590.1
Saitama, Xingtai, 1765.3
Saitama, Okayama, 372.4
Saitama, Zigong, 2952.6
Saitama, Mudanjiang, 872.3
Saitama, Shatian, 2464.9
Saitama, Kumamoto, 650.7
Saitama, Zhangdian, 1422.8
Saitama, Xiangtan, 2083.3
Saitama, Dasmarinas, 2605.1
Saitama, Nantong, 1403.4
Saitama, Shaoyang, 2321.1
Saitama, Panjin, 1371.8
Saitama, Ansan, 904.9
Saitama, Jamshedpur, 5219.8
Saitama, Dandong, 1072.5
Saitama, Haikou, 2814.0
Saitama, Sagamihara, 30.7
Saitama, Zhangzhou, 2047.4
Saitama, Kataka, 5229.1
Saitama, Kuching, 4261.6
Saitama, Zhenjiang, 1497.4
Saitama, Yancheng, 1386.5
Saitama, Yuanlong, 2347.2
Saitama, Hai Phong, 3001.9
Saitama, Anyang (South Korea), 765.4
Saitama, Dadiangas, 2987.9
Saitama, Chongju, 752.4
Saitama, Taizhou, 1327.8
Saitama, Antipolo, 2576.2
Saitama, Xiamen, 1931.1
Saitama, Yingkou, 1342.8
Saitama, Kagoshima, 738.6
Saitama, Siping, 1202.1
Saitama, Luancheng, 1591.7
Saitama, Banjarmasin, 4237.0
Saitama, Khabarovsk, 1083.6
Saitama, Jinzhou, 1341.4
Saitama, Bengbu, 1710.7
Saitama, Irkutsk, 2962.6
Saitama, Shihezi, 3693.2
Saitama, Jiangmen, 2477.7
Saitama, Barnaul, 3841.1
Saitama, Vladivostok, 813.7
Saitama, Kaifeng, 1754.4
Saitama, Funabashi, 24.9
Saitama, Shah Alam, 4640.8
Saitama, Maoming, 2646.4
Saitama, Hachioji, 23.2
Saitama, Hamhung, 922.1
Saitama, Cangzhou, 1520.2
Saitama, Tanggu, 1380.3
Saitama, Changde, 2029.2
Saitama, Xigong, 2167.3
Saitama, Shiliguri, 4014.8
Saitama, Jiamusi, 1061.4
Saitama, Huaiyin, 1593.0
Saitama, Rajpur, 4435.1
Saitama, Maanshan, 1649.6
Saitama, Banqiao, 1642.3
Saitama, Kota Kinabalu, 3493.4
Saitama, Neijiang, 2845.0
Saitama, Novokuznetsk, 3738.4
Saitama, Yangzhou, 1369.3
Saitama, Durgapur, 4253.8
Saitama, Shashi, 1995.6
Saitama, Petaling Jaya, 5207.8
Saitama, Jiaozuo, 1775.6
Saitama, Zhuhai, 2352.4
Saitama, Cagayan, 2904.3
Saitama, Uijongbu, 833.2
Saitama, Yueyang, 2201.0
Saitama, Matsuyama, 498.9
Saitama, Zhunmen, 2544.1
Saitama, Bhatpara, 4805.8
Saitama, Calamba, 2595.5
Saitama, Changwon, 788.6
Saitama, Zunyi, 2489.4
Saitama, Higashiosaka, 268.0
Saitama, Xuchang, 1944.8
Saitama, Wuhu, 1651.6
Shenzhen, Anshan, 1650.7
Shenzhen, Varanasi, 2509.9
Shenzhen, Guiyang, 662.4
Shenzhen, Wuxi, 952.0
Shenzhen, Subang Jaya, 1838.0
Shenzhen, Hiroshima, 1716.8
Shenzhen, Amritsar, 3393.5
Shenzhen, Huainan, 937.4
Shenzhen, Aurangabad, 3135.7
Shenzhen, Omsk, 4254.1
Shenzhen, Navi Mumbai, 3372.6
Shenzhen, Allahabad, 2663.7
Shenzhen, Sholapur, 3480.1
Shenzhen, Xianyang, 1175.0
Shenzhen, Baoding, 1524.6
Shenzhen, Kunming, 819.2
Shenzhen, Taizhong, 498.5
Shenzhen, Datong, 1527.2
Shenzhen, Jabalpur, 2901.3
Shenzhen, Visakhapatnam, 2589.0
Shenzhen, Srinagar, 3673.8
Shenzhen, Benxi, 1855.3
Shenzhen, Haora, 2086.7
Shenzhen, Sendai, 2422.7
Shenzhen, Ranchi, 2413.0
Shenzhen, Songnam, 1738.0
Shenzhen, Klang, 1963.2
Shenzhen, Chandigarh, 2990.9
Shenzhen, Koyampattur, 3570.6
Shenzhen, Jodhpur, 3600.1
Shenzhen, Kitakyushu, 1546.9
Shenzhen, Huaibei, 994.6
Shenzhen, Changzhou, 802.2
Shenzhen, Maisuru, 3464.9
Shenzhen, Guwahati, 1817.8
Shenzhen, Vijayawada, 2728.8
Shenzhen, Ulsan, 1653.8
Shenzhen, Chiba, 2463.4
Shenzhen, Padang, 2232.1
Shenzhen, Gwalior, 3244.6
Shenzhen, Biskek, 3533.5
Shenzhen, Kathmandu, 2311.0
Shenzhen, Qiqihar, 2253.0
Shenzhen, Ulaanbaatar, 2417.5
Shenzhen, Krasnoyarsk, 3581.7
Shenzhen, Madurai, 3701.9
Shenzhen, Asgabat, 5183.0
Shenzhen, Bandar Lampung, 2815.3
Shenzhen, Pingdingshan, 994.2
Shenzhen, Hubli, 3892.2
Shenzhen, Wenzhou, 715.8
Shenzhen, Johor Bahru, 1913.1
Shenzhen, Jalandhar, 3626.0
Shenzhen, Taian, 1140.7
Shenzhen, Mira Bhayandar, 3900.2
Shenzhen, Salem, 3239.3
Shenzhen, Bhubaneswar, 2175.5
Shenzhen, Hamamatsu, 2202.2
Shenzhen, Sakai, 1895.3
Shenzhen, Quetta, 4210.7
Shenzhen, Aligarh, 3332.5
Shenzhen, Bogor, 2987.1
Shenzhen, Niigata, 2390.2
Shenzhen, Thiruvananthapuram, 3381.4
Shenzhen, Bareli, 3117.2
Shenzhen, Cebu, 1340.9
Shenzhen, Kota, 3425.0
Shenzhen, Shihung, 1663.9
Shenzhen, Puchon, 1636.2
Shenzhen, Tiruchchirappalli, 3394.7
Shenzhen, Qinhuangdao, 1557.9
Shenzhen, Anyang (China), 1252.0
Shenzhen, Bhiwandi, 3541.0
Shenzhen, Nanning, 468.9
Shenzhen, Hohhot, 1675.5
Shenzhen, Moradabad, 2986.1
Shenzhen, Zhangjiakou, 1681.5
Shenzhen, Liuzhou, 408.6
Shenzhen, Rajshahi, 2041.9
Shenzhen, Yantai, 1328.5
Shenzhen, Tainan, 451.6
Shenzhen, Xining, 1583.2
Shenzhen, Hegang, 2779.4
Shenzhen, Malang, 2647.2
Shenzhen, Hengyang, 388.8
Shenzhen, Puyang, 1180.8
Shenzhen, Xinxiang, 1046.1
Shenzhen, Raipur, 2889.4
Shenzhen, Pekan Baru, 2226.0
Shenzhen, Foshan, 76.7
Shenzhen, Ningbo, 769.0
Shenzhen, Langfang, 1606.6
Shenzhen, Ampang Jaya, 2070.7
Shenzhen, Liaoyang, 1776.3
Shenzhen, Changzhi, 1098.3
Shenzhen, Chonju, 1475.8
Shenzhen, Zamboanga, 1420.1
Shenzhen, Gorakhpur, 2486.9
Shenzhen, Zhuzhou, 420.5
Shenzhen, Huangshi, 684.8
Shenzhen, Shaoguan, 170.3
Shenzhen, Guilin, 394.7
Shenzhen, Shizuoka, 2080.6
Shenzhen, Fuxin, 1892.2
Shenzhen, Ipoh, 1935.7
Shenzhen, Dushanbe, 3725.3
Shenzhen, Zhanjiang, 284.4
Shenzhen, Xingtai, 1231.9
Shenzhen, Okayama, 1695.2
Shenzhen, Yogyakarta, 3061.0
Shenzhen, Bhilai, 2571.5
Shenzhen, Zigong, 929.7
Shenzhen, Mudanjiang, 2400.8
Shenzhen, Colombo, 3380.8
Shenzhen, Shatian, 11.9
Shenzhen, Kumamoto, 1485.0
Shenzhen, Zhangdian, 1122.5
Shenzhen, Xiangtan, 430.3
Shenzhen, Dasmarinas, 883.1
Shenzhen, Nantong, 842.5
Shenzhen, Shaoyang, 373.4
Shenzhen, Islamabad, 3385.9
Shenzhen, Panjin, 1643.9
Shenzhen, Ansan, 1684.8
Shenzhen, Jamshedpur, 2303.1
Shenzhen, Dandong, 1768.0
Shenzhen, Haikou, 379.9
Shenzhen, Amravati, 3062.0
Shenzhen, Sagamihara, 2257.9
Shenzhen, Zhangzhou, 272.2
Shenzhen, Kataka, 2561.6
Shenzhen, Kuching, 1983.4
Shenzhen, Zhenjiang, 830.5
Shenzhen, Yancheng, 1083.7
Shenzhen, Yuanlong, 9.8
Shenzhen, Hai Phong, 610.5
Shenzhen, Anyang (South Korea), 1611.7
Shenzhen, Dadiangas, 1644.3
Shenzhen, Chongju, 1685.6
Shenzhen, Bikaner, 3409.4
Shenzhen, Taizhou, 914.2
Shenzhen, Antipolo, 805.3
Shenzhen, Xiamen, 350.6
Shenzhen, Yingkou, 1767.2
Shenzhen, Kagoshima, 1480.9
Shenzhen, Siping, 2153.4
Shenzhen, Luancheng, 1227.7
Shenzhen, Banjarmasin, 2114.9
Shenzhen, Khabarovsk, 2653.3
Shenzhen, Jinzhou, 1627.6
Shenzhen, Bengbu, 960.1
Shenzhen, Irkutsk, 3027.1
Shenzhen, Shihezi, 3105.9
Shenzhen, Bhavnagar, 3617.2
Shenzhen, Jiangmen, 74.3
Shenzhen, Barnaul, 3623.3
Shenzhen, Vladivostok, 2326.1
Shenzhen, Warangal, 3294.3
Shenzhen, Zahedan, 5168.6
Shenzhen, Kaifeng, 1133.5
Shenzhen, Funabashi, 2205.5
Shenzhen, Shah Alam, 2169.5
Shenzhen, Maoming, 219.9
Shenzhen, Hachioji, 2470.9
Shenzhen, Hamhung, 1651.6
Shenzhen, Sargodha, 3869.7
Shenzhen, Cangzhou, 1271.6
Shenzhen, Tanggu, 1307.4
Shenzhen, Changde, 562.2
Shenzhen, Surakarta, 2841.3
Shenzhen, Xigong, 16.3
Shenzhen, Shiliguri, 2103.7
Shenzhen, Jiamusi, 2664.6
Shenzhen, Huaiyin, 891.9
Shenzhen, Kolhapur, 3818.0
Shenzhen, Ulhasnagar, 3839.7
Shenzhen, Rajpur, 2055.0
Shenzhen, Maanshan, 791.4
Shenzhen, Banqiao, 626.9
Shenzhen, Kota Kinabalu, 1293.3
Shenzhen, Ajmer, 3494.3
Shenzhen, Neijiang, 822.8
Shenzhen, Guntur, 3078.1
Shenzhen, Novokuznetsk, 3678.2
Shenzhen, Yangzhou, 966.3
Shenzhen, Durgapur, 2308.8
Shenzhen, Shashi, 620.3
Shenzhen, Petaling Jaya, 2111.3
Shenzhen, Sangli-Miraj, 3444.7
Shenzhen, Dehra Dun, 2827.9
Shenzhen, Jiaozuo, 1018.8
Shenzhen, Zhuhai, 48.3
Shenzhen, Nanded, 3184.2
Shenzhen, Tyumen, 5276.7
Shenzhen, Cagayan, 1530.6
Shenzhen, Uijongbu, 1747.0
Shenzhen, Yueyang, 519.9
Shenzhen, Matsuyama, 1565.8
Shenzhen, Jamnagar, 3644.1
Shenzhen, Jammu, 3171.3
Shenzhen, Gulbarga, 3606.9
Shenzhen, Bahawalpur, 3646.3
Shenzhen, Zhunmen, 15.7
Shenzhen, Bhatpara, 2195.8
Shenzhen, Calamba, 971.6
Shenzhen, Changwon, 1595.1
Shenzhen, Zunyi, 718.2
Shenzhen, Saharanpur, 2881.3
Shenzhen, Higashiosaka, 2049.6
Shenzhen, Xuchang, 968.0
Shenzhen, Wuhu, 741.5
Yerevan, Tripoli, 2187.8
Yerevan, Varanasi, 3294.9
Yerevan, Baku, 321.9
Yerevan, Prague, 1906.6
Yerevan, Amritsar, 2487.5
Yerevan, 'Amman, 978.2
Yerevan, Tbilisi, 124.7
Yerevan, Abuja, 4454.8
Yerevan, Aurangabad, 2845.0
Yerevan, Sofia, 1419.1
Yerevan, Omsk, 1979.0
Yerevan, Navi Mumbai, 3020.7
Yerevan, Allahabad, 3212.6
Yerevan, Samara, 1047.6
Yerevan, Belgrade, 1423.1
Yerevan, Sholapur, 3195.5
Yerevan, Kazan, 1309.3
Yerevan, Irbil, 319.3
Yerevan, Kbenhavn, 2445.4
Yerevan, Xianyang, 5160.5
Yerevan, Kunming, 5200.7
Yerevan, Maiduguri, 3524.4
Yerevan, Dublin, 3650.6
Yerevan, Jabalpur, 3212.3
Yerevan, Visakhapatnam, 3907.7
Yerevan, Rostov-na-Donu, 641.7
Yerevan, Dnipropetrovs'k, 876.9
Yerevan, Shubra-El-Khema, 1290.9
Yerevan, Srinagar, 2089.4
Yerevan, Brussels, 2545.2
Yerevan, al-Madinah, 1295.3
Yerevan, Chelyabinsk, 1659.4
Yerevan, Haora, 3754.3
Yerevan, Ranchi, 3783.7
Yerevan, Ilorin, 4431.8
Yerevan, Fez, 4052.8
Yerevan, Ufa, 1412.5
Yerevan, Chandigarh, 2745.5
Yerevan, Ahvaz, 717.1
Yerevan, Koyampattur, 4234.6
Yerevan, Cologne, 2423.6
Yerevan, Qom, 596.8
Yerevan, Odesa, 892.2
Yerevan, Donetsk, 675.5
Yerevan, Jodhpur, 2568.9
Yerevan, Perm, 1568.1
Yerevan, Maisuru, 3581.4
Yerevan, Guwahati, 4084.4
Yerevan, Volgograd, 657.7
Yerevan, Konya, 763.5
Yerevan, Naples, 2036.4
Yerevan, Vijayawada, 3960.0
Yerevan, Birmingham, 3256.3
Yerevan, Gwalior, 2904.3
Yerevan, Biskek, 2019.0
Yerevan, Kathmandu, 3654.6
Yerevan, Niamey, 4610.9
Yerevan, Kigali, 4188.0
Yerevan, Ulaanbaatar, 4363.6
Yerevan, Krasnoyarsk, 3427.2
Yerevan, Madurai, 3888.1
Yerevan, Asgabat, 863.3
Yerevan, al-Hartum Bahri, 2222.8
Yerevan, Marrakesh, 4071.1
Yerevan, Hubli, 3423.8
Yerevan, Mombasa, 4497.5
Yerevan, Turin, 2567.3
Yerevan, Abu Dhabi, 1598.7
Yerevan, Jalandhar, 2579.5
Yerevan, Warri, 5014.2
Yerevan, Valencia (Spain), 3408.1
Yerevan, Oslo, 2726.5
Yerevan, ad-Dammam, 1338.9
Yerevan, Mira Bhayandar, 3154.0
Yerevan, Salem, 4073.2
Yerevan, Hims, 671.4
Yerevan, Bhubaneswar, 4191.7
Yerevan, Saratov, 860.3
Yerevan, Kirkuk, 344.2
Yerevan, Onitsha, 4604.4
Yerevan, Quetta, 2001.7
Yerevan, Aligarh, 2717.8
Yerevan, Voronezh, 1073.3
Yerevan, Thiruvananthapuram, 4277.1
Yerevan, Bareli, 2800.6
Yerevan, Kota, 2724.2
Yerevan, Tiruchchirappalli, 4001.8
Yerevan, Sharjah, 1470.1
Yerevan, Kermanshah, 468.0
Yerevan, Bhiwandi, 2790.4
Yerevan, an-Najaf, 661.6
Yerevan, Antalya, 857.5
Yerevan, Zaporizhzhya, 878.5
Yerevan, Hohhot, 4946.9
Yerevan, Marseille, 2459.9
Yerevan, Moradabad, 2928.4
Yerevan, Rajshahi, 3532.9
Yerevan, Xining, 4609.8
Yerevan, Akure, 5146.3
Yerevan, N'Djamena, 3437.8
Yerevan, Cracow, 1563.5
Yerevan, Athens, 1263.2
Yerevan, Jerusalem, 851.0
Yerevan, Amsterdam, 2577.7
Yerevan, Lodz, 1756.9
Yerevan, Abeokuta, 5393.7
Yerevan, Raipur, 3182.5
Yerevan, Tunis, 2652.7
Yerevan, L'viv, 1600.6
Yerevan, Cotonou, 5423.6
Yerevan, Tangier, 3808.8
Yerevan, Kayseri, 616.4
Yerevan, Tolyatti, 1129.6
Yerevan, Riga, 1756.7
Yerevan, Kryvyy Rih, 992.8
Yerevan, as-Sulaymaniyah, 404.4
Yerevan, Gorakhpur, 3204.1
Yerevan, Sevilla, 4017.5
Yerevan, Zagreb, 1861.7
Yerevan, Benghazi, 1692.0
Yerevan, Dushanbe, 1518.1
Yerevan, Bhilai, 3646.3
Yerevan, Zigong, 5289.3
Yerevan, Wahran, 3126.8
Yerevan, Enugu, 4720.8
Yerevan, Colombo, 4901.3
Yerevan, Zaria, 4256.3
Yerevan, Islamabad, 2025.3
Yerevan, Jamshedpur, 3934.6
Yerevan, Zaragoza, 3229.9
Yerevan, Frankfurt, 2292.7
Yerevan, Palermo, 2183.7
Yerevan, 'Adan, 2438.6
Yerevan, Amravati, 2927.1
Yerevan, Gazzah, 991.7
Yerevan, Kataka, 3737.2
Yerevan, Krasnodar, 547.0
Yerevan, Wrocaw, 1905.9
Yerevan, Asmara, 2228.1
Yerevan, Mersin, 713.2
Yerevan, Izhevsk, 1503.4
Yerevan, Ulyanovsk, 1218.7
Yerevan, Oshogbo, 4690.5
Yerevan, Jos, 4261.3
Yerevan, al-'Ayn, 1553.4
Yerevan, Bikaner, 2418.0
Yerevan, Orumiyeh, 196.8
Yerevan, Diyarbakr, 292.8
Yerevan, Yaroslavl, 1622.7
Yerevan, Chisinau, 1040.5
Yerevan, Djibouti, 2600.3
Yerevan, Stuttgart, 2275.9
Yerevan, Rotterdam, 2647.6
Yerevan, Kisangani, 4482.2
Yerevan, Irkutsk, 4406.2
Yerevan, Shihezi, 2602.3
Yerevan, Bhavnagar, 2823.3
Yerevan, Port Said, 1157.7
Yerevan, Genoa, 2552.9
Yerevan, Dortmund, 2343.5
Yerevan, Barnaul, 2560.0
